MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
4,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,GCJ8YY,2022-04-05,"companhia aérea: azul, localizador: gcj8yy. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 4089 - sdu/bsb - 06/04/2022;","2412,35",2177911
4,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,RFRKHP,2022-04-05,"companhia aérea: azul, localizador: rfrkhp. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 4089 - sdu/bsb - 06/04/2022;","2516,85",2177914
4,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,DPRALN,2022-04-07,"companhia aérea: latam, localizador: dpraln. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 3788 - bsb/sdu - 07/04/2022;","2615,36",2178022
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,QPAOWB,2022-05-06,"companhia aérea: gol, localizador: qpaowb. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1924 - bsb/ssa - 12/05/2022;","1811,13",2188439
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,BBEYQJ,2022-05-06,"companhia aérea: gol, localizador: bbeyqj. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1859 - ssa/bsb - 10/05/2022;","1812,35",2188790
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,QEUQWR,2022-05-06,"companhia aérea: latam, localizador: qeuqwr. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3787 - sdu/bsb - 10/05/2022;","2985,08",2179978
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,RAWECL,2022-05-06,"companhia aérea: latam, localizador: rawecl. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 3787 - sdu/bsb - 10/05/2022;","3237,6",2179979
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,NIF5TW,2022-05-11,"companhia aérea: azul, localizador: nif5tw. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 2830 - bsb/sdu - 11/05/2022;","3637,14",2179983
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,PEBFQF,2022-05-14,"companhia aérea: azul, localizador: pebfqf. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 4350 - vcp/sdu - 15/05/2022; romario de souza faria (matrícula 296020, parlamentar), voo: 4199 - fln/vcp - 15/05/2022;","2000,97",2192180
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,PP6DNR,2022-05-16,"companhia aérea: azul, localizador: pp6dnr. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 4800 - sdu/bsb - 17/05/2022;","3376,46",2181345
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,VXUYWT,2022-05-17,"companhia aérea: latam, localizador: vxuywt. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3790 - bsb/sdu - 17/05/2022;","3004,55",2180524
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,YBANUB,2022-05-20,"companhia aérea: gol, localizador: ybanub. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 2064 - sdu/bsb - 24/05/2022;","3710,09",2180737
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,SQFILK,2022-05-24,"companhia aérea: latam, localizador: sqfilk. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3780 - bsb/sdu - 24/05/2022;","2748,95",2180776
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,CNTYVP,2022-05-24,"companhia aérea: gol, localizador: cntyvp. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 2027 - ssa/sdu - 25/05/2022;","3563,27",2184482
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,YCVFWH,2022-05-24,"companhia aérea: gol, localizador: ycvfwh. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1499 - sdu/ssa - 25/05/2022;","3567,65",2190562
5,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,QGJYRV,2022-05-30,"companhia aérea: latam, localizador: qgjyrv. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3789 - sdu/bsb - 31/05/2022;","2621,3",2181239
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,MCGOCH,2022-06-02,"companhia aérea: latam, localizador: mcgoch. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3788 - bsb/sdu - 02/06/2022;","3218,92",2181520
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,JPYKPR,2022-06-10,"companhia aérea: latam, localizador: jpykpr. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3786 - bsb/sdu - 16/06/2022;","1540,07",2182370
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,IUPFUX,2022-06-15,"companhia aérea: latam, localizador: iupfux. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3789 - sdu/bsb - 17/06/2022;","2163,54",2182341
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,AAJYQY,2022-06-15,"companhia aérea: latam, localizador: aajyqy. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3790 - bsb/sdu - 16/06/2022;","2376,28",2182340
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,TEOLDA,2022-06-17,"companhia aérea: latam, localizador: teolda. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3789 - sdu/bsb - 17/06/2022;","2414,54",2182364
6,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,DMQTYF,2022-06-23,"companhia aérea: latam, localizador: dmqtyf. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3789 - sdu/bsb - 27/06/2022;","3140,64",2182837
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,IDXOEW,2022-07-12,"companhia aérea: latam, localizador: idxoew. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3787 - sdu/bsb - 13/07/2022;","3125,06",2183994
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ALEG2X,2022-07-13,"companhia aérea: azul, localizador: aleg2x. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 2830 - bsb/sdu - 13/07/2022;","2060,76",2183995
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ZYRRES,2022-07-17,"companhia aérea: latam, localizador: zyrres. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3785 - sdu/bsb - 03/08/2022;","2654,35",2185818
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,MFQREM,2022-07-19,"companhia aérea: gol, localizador: mfqrem. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1499 - sdu/ssa - 22/07/2022;","1411,28",2190554
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,JOBTHS,2022-07-19,"companhia aérea: latam, localizador: jobths. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3785 - sdu/bsb - 03/08/2022;","2509,95",2185819
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,RNGPZG,2022-07-19,"companhia aérea: latam, localizador: rngpzg. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3786 - bsb/sdu - 21/07/2022;","2787,54",2184387
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,SIKZUX,2022-07-19,"companhia aérea: latam, localizador: sikzux. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3786 - bsb/sdu - 21/07/2022;","2937,54",2184391
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,MFQREM,2022-07-19,"companhia aérea: gol, localizador: mfqrem. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 2045 - ssa/sdu - 21/07/2022; leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1999 - sdu/ssa - 22/07/2022;","5307,98",2189978
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,FWPTHD,2022-07-21,"companhia aérea: latam, localizador: fwpthd. passageiros: fábio dos prazeres pinto (matrícula 326073, comissionado), voo: 3790 - bsb/sdu - 25/07/2022;","2024,24",2184402
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ERYTLK,2022-07-21,"companhia aérea: latam, localizador: erytlk. passageiros: fábio dos prazeres pinto (matrícula 326073, comissionado), voo: 3781 - sdu/bsb - 25/07/2022;","2361,16",2184399
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,GOVIHD,2022-07-22,"companhia aérea: latam, localizador: govihd. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3785 - sdu/bsb - 22/07/2022;","2477,61",2184404
7,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,GOAPLO,2022-07-22,"companhia aérea: latam, localizador: goaplo. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3785 - sdu/bsb - 22/07/2022;","2477,61",2184403
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,BKTVRN,2022-08-02,"companhia aérea: azul, localizador: bktvrn. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 4481 - bsb/sdu - 03/08/2022;","2830,32",2185234
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,EPG6XB,2022-08-02,"companhia aérea: azul, localizador: epg6xb. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 4481 - bsb/sdu - 03/08/2022;","2875,32",2185233
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,GBZSXQ,2022-08-02,"companhia aérea: gol, localizador: gbzsxq. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 1191 - sdu/bsb - 02/08/2022;","3013,46",2184763
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,JQGIGQ,2022-08-02,"companhia aérea: gol, localizador: jqgigo. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 2027 - ssa/sdu - 03/08/2022;","3388,04",2191006
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ADGVLN,2022-08-02,"companhia aérea: latam, localizador: adgvln. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3780 - bsb/sdu - 02/08/2022;","3564,23",2184766
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,JOBTHS,2022-08-03,"companhia aérea: latam, localizador: jobths. passageiros: wester eliezer silva santos (matrícula 166690, comissionado), voo: 3785 - sdu/bsb - 03/08/2022;","1089,39",2185445
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ZYRRES,2022-08-03,"companhia aérea: latam, localizador: zyrres. passageiros: flavio henrique de sousa lima (matrícula 223820, efetivo), voo: 3785 - sdu/bsb - 03/08/2022;","1089,39",2185810
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,MFTQCU,2022-08-03,"companhia aérea: gol, localizador: mftqcu. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1499 - sdu/ssa - 03/08/2022;","3392,42",2191005
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,KYJRYA,2022-08-13,"companhia aérea: latam, localizador: kyjrya. passageiros: barbara de oliveira bertoni (matrícula 363902, comissionado), voo: 3788 - bsb/sdu - 15/08/2022; rafael coelho minervino (matrícula 299537, comissionado), voo: 3788 - bsb/sdu - 15/08/2022;","4828,86",2190842
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,KYJRYA,2022-08-13,"companhia aérea: latam, localizador: kyjrya. passageiros: fabiano de jesus campelo (matrícula 308629, comissionado), voo: 3788 - bsb/sdu - 15/08/2022; myrella soares frança (matrícula 333053, comissionado), voo: 3788 - bsb/sdu - 15/08/2022;","4828,86",2190291
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,QCNOEP,2022-08-14,"companhia aérea: latam, localizador: qcnoep. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 3841 - ssa/sdu - 15/08/2022;","3302,24",2191367
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,XKUWND,2022-08-18,"companhia aérea: azul, localizador: xkuwnd. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 4800 - sdu/bsb - 23/08/2022;","846,3",2185816
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,SJ7RQW,2022-08-23,"companhia aérea: azul, localizador: sj7rqw. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 4795 - bsb/sdu - 23/08/2022;","2332,65",2185812
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,KEIJWI,2022-08-28,"companhia aérea: latam, localizador: keijwi. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3787 - sdu/bsb - 29/08/2022;","2362,49",2186074
8,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,SBXGTV,2022-08-29,"companhia aérea: latam, localizador: sbxgtv. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3790 - bsb/sdu - 30/08/2022;","2351,17",2186077
9,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,RW9P7E,2022-08-28,"companhia aérea: azul, localizador: rw9p7e. passageiros: fabiano de jesus campelo (matrícula 308629, comissionado), voo: 4800 - sdu/bsb - 02/09/2022;","867,74",2186852
9,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,EYBNGT,2022-08-28,"companhia aérea: gol, localizador: eybngt. passageiros: fabiano de jesus campelo (matrícula 308629, comissionado), voo: 2067 - bsb/sdu - 05/09/2022;","961,29",2186853
9,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,EKDTDZ,2022-09-20,"companhia aérea: latam, localizador: ekdtdz. passageiros: fábio dos prazeres pinto (matrícula 326073, comissionado), voo: 3792 - bsb/sdu - 30/09/2022;","1594,69",2187908
11,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,LJACYD,2022-11-02,"companhia aérea: latam, localizador: ljacyd. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3803 - fln/sdu - 20/11/2022;","936,43",2194084
11,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,JOFJNZ,2022-11-05,"companhia aérea: gol, localizador: jofjnz. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 1758 - bsb/fln - 08/11/2022;","2752,63",2195817
11,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,WQPOWW,2022-11-07,"companhia aérea: latam, localizador: wqpoww. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3978 - sdu/bsb - 08/11/2022;","3196,9",2190195
11,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,WMETNK,2022-11-07,"companhia aérea: latam, localizador: wmetnk. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 3978 - sdu/bsb - 08/11/2022;","3614,66",2189586
11,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",46.297.165/0001-78,NEW TIME TOUR AGENCIA DE TURISMOS E VIAGENS LTDA.,VGJMRC,2022-11-07,"companhia aérea: azul, localizador: vgjmrc. passageiros: rafael takashi mendes ueta (matrícula 299677, comissionado), voo: 2830 - bsb/sdu - 08/11/2022;","3315,51",2191322
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,LRMSZY,2022-12-07,"companhia aérea: tam, localizador: lrmszy. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3979 - bsb/sdu - 07/12/2022;","2403,15",2190879
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,ARREKR,2022-12-11,"companhia aérea: latam, localizador: arrekr. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 3655 - ssa/bsb - 14/12/2022;","362,97",2191340
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA ME,TISJYI,2022-12-13,"companhia aérea: gol, localizador: tisjyi. passageiros: leticia pereira de alcantara (matrícula 296573, comissionado), voo: 1974 - bsb/ssa - 14/12/2022;","2564,83",2191351
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",46.297.165/0001-78,NEW TIME TOUR AGENCIA DE TURISMOS E VIAGENS LTDA.,IGDEBH,2022-12-02,"companhia aérea: gol, localizador: igdebh. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 1729 - fln/bsb - 06/12/2022;","1318,19",2190901
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",46.297.165/0001-78,NEW TIME TOUR AGENCIA DE TURISMOS E VIAGENS LTDA.,DEGVCM,2022-12-12,"companhia aérea: latam, localizador: degvcm. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 3978 - sdu/bsb - 14/12/2022;","2229,87",2191450
12,ROMÁRIO,"passagens aéreas, aquáticas e terrestres nacionais",46.297.165/0001-78,NEW TIME TOUR AGENCIA DE TURISMOS E VIAGENS LTDA.,TI7RJZ,2022-12-13,"companhia aérea: azul, localizador: ti7rjz. passageiros: romario de souza faria (matrícula 296020, parlamentar), voo: 2830 - bsb/sdu - 14/12/2022;","2336,2",2191457
1,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,VWT7RE,2022-01-05,"companhia aérea: latam, localizador: vwt7re. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 4094 - cnf - vix - 06/01/2022;","2515,39",2172934
1,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,UTLQNL,2022-01-07,"companhia aérea: latam, localizador: utlqnl. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3230 - vix - bsb - 11/01/2022;","1387,74",2176820
2,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,UJQQBM,2022-02-04,"companhia aérea: latam, localizador: ujqqbm. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3518 - vix - bsb - 06/02/2022;","741,3",2176819
2,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,NKDD4N,2022-02-11,"companhia aérea: azul, localizador: nkdd4n. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 5017 - bsb - cnf - 12/02/2022;","653,52",2176818
3,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,QDYJZN,2022-03-08,"companhia aérea: latam, localizador: qdyjzn. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3519 - bsb - vix - 11/03/2022;","2196,91",2177109
3,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,JGXASE,2022-03-18,"companhia aérea: latam, localizador: jgxase. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3229 - bsb - vix - 19/03/2022;","3062,41",2177120
4,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,IXHWPF,2022-04-03,"companhia aérea: latam, localizador: ixhwpf. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3811 - vix - bsb - 04/04/2022;","3277,58",2177699
4,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,HWORLV,2022-04-07,"companhia aérea: latam, localizador: hworlv. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3810 - bsb - vix - 08/04/2022;","3369,99",2178928
4,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,IFZEST,2022-04-12,"companhia aérea: latam, localizador: ifzest. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3810 - bsb - vix - 13/04/2022;","2918,1",2178529
5,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,9571560074562,2022-05-02,"companhia aérea: latam, localizador: xqsrqw. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3811 - vix - bsb - 03/05/2022;","3441,58",2179589
5,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,SJJCWP,2022-05-11,"companhia aérea: latam, localizador: sjjcwp. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3810 - bsb - vix - 13/05/2022;","3362,84",2180356
5,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",04.078.769/0001-83,CASA MUNDO DE VIAGENS E NEGÓCIOS EM TURISMO LTDA,VUZDLE,2022-05-30,"companhia aérea: latam, localizador: vuzdle. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3811 - vix - bsb - 31/05/2022;","2784,38",2181199
6,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",21.448.278/0001-04,BARAO TURISMOS EIRELI,ZGKXXE,2022-06-14,"companhia aérea: azul, localizador: zgkxxe. passageiros: ayrton erlacher (matrícula 340331, comissionado), voo: 3811 - vix - bsb - 15/06/2022; ayrton erlacher (matrícula 340331, comissionado), voo: 3811 - vix - bsb - 15/06/2022;",1710,2183416
6,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",21.448.278/0001-04,BARAO TURISMOS EIRELI,GZESWS,2022-06-28,"companhia aérea: azul, localizador: gzesws. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3810 - bsb - vix - 29/06/2022;","2199,21",2183417
6,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",21.448.278/0001-04,BARAO TURISMOS EIRELI,RLQRJI,2022-06-29,"companhia aérea: azul, localizador: rlqrji. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 3810 - bsb - vix - 30/06/2022;","2299,23",2183414
11,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",09.296.295/0001-60,AZUL,EEGI3C,2022-11-12,"companhia aérea: azul, localizador: eegi3c. passageiros: rosilda de freitas (matrícula 296196, parlamentar), voo: 5068 - bsb - cnf - 12/11/2022;",2900,2190333
11,ROSE DE FREITAS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,MSCNTP,2022-11-10,"companhia aérea: latam, localizador: mscntp. passageiros: rafaela abdon soares (matrícula 389459, comissionado), voo: 3722 - bsb - vix - 11/11/2022;","2142,67",2189865
